,0
ln_RER_pos,16.066866375342986
ln_RER_neg,2.5568778631660765
ln_FDI,-0.7635952517604966
IPI_VN,-0.00033897676582148625
ln_M2_diff,-294.6999924800423
ln_WTI,-0.15216715143112022
COVID,-0.016222822985233584
